GENE	POSITION	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_00283	556869	102.08	116.55	93.51	110.74	109.05	108.57	101.18	80.35	88.59	160.80	108.98	87.73	102.76	210.80	317.71	81.39	69.79	92.76	74.13	417.75	143.59	110.20	105.39	115.61	247.73	223.84	284.03	253.30	232.92	231.15	241.54	248.81	251.10	195.62	243.78	270.23	192.72	208.64	157.56	182.03	224.11	292.83	289.17	272.80	239.13	196.61	192.49	207.73	231.64	189.69	162.51	204.39	243.41	250.34	228.89
CLUG_00284	559741	105.46	127.31	92.57	109.46	116.13	121.17	108.69	79.61	92.54	163.55	105.66	92.80	103.75	226.88	320.25	88.83	73.48	100.26	84.62	439.44	149.36	118.46	96.10	114.01	262.33	245.17	305.57	277.53	234.27	243.23	243.36	265.08	275.74	205.74	250.37	259.37	200.60	216.38	178.68	191.06	238.36	297.59	291.07	272.25	245.71	214.68	205.24	198.89	240.54	199.77	198.11	215.24	272.31	257.76	229.32
CLUG_00285	560486	87.40	111.84	83.98	107.87	98.50	109.38	90.73	62.59	80.88	149.12	103.45	83.88	87.53	176.53	255.81	65.01	67.33	76.40	64.14	401.73	137.35	107.96	88.01	100.37	252.55	237.72	277.17	264.01	240.63	239.28	245.15	256.41	255.02	202.59	250.54	260.81	262.08	271.84	160.32	185.89	217.59	292.39	279.62	263.31	249.30	199.20	205.06	205.02	241.54	186.17	176.45	214.23	251.85	267.01	235.94
CLUG_00286	562526	98.39	116.32	95.64	110.44	109.62	108.19	102.71	76.25	86.59	172.04	108.31	98.19	98.99	209.23	303.14	85.44	71.11	93.12	72.11	440.07	136.75	110.89	95.07	111.53	278.20	237.34	292.36	269.76	240.62	246.80	246.45	276.03	282.05	214.32	255.58	268.32	243.92	243.63	170.54	199.66	245.74	296.61	326.39	288.66	259.21	199.72	213.13	199.55	248.49	199.63	183.87	226.76	286.72	258.35	241.81
CLUG_00287	565044	111.71	126.60	99.70	117.48	117.17	108.96	112.10	78.21	94.87	187.42	113.21	94.10	102.46	221.77	319.79	86.40	80.16	92.23	76.71	437.61	145.64	127.44	104.05	121.03	265.78	236.35	286.98	265.97	239.71	239.35	249.23	264.04	267.45	198.66	259.57	264.66	188.17	197.69	159.48	187.09	228.77	298.67	298.88	271.62	240.20	196.51	196.91	205.80	238.74	193.97	172.56	216.08	269.26	264.52	244.00
CLUG_00288	567254	114.29	133.28	108.90	123.54	136.54	121.48	118.87	82.61	105.71	183.98	133.32	104.26	112.27	230.98	368.80	93.28	77.35	101.02	77.92	470.47	162.63	129.72	110.32	134.33	261.73	246.08	306.99	275.43	244.64	232.30	263.64	286.43	265.39	209.13	254.40	277.26	186.25	202.63	167.61	209.73	232.12	291.48	314.36	287.27	237.36	210.14	203.68	208.86	250.67	195.77	182.48	218.65	272.78	269.94	246.73
CLUG_00289	569087	119.64	140.81	106.93	132.26	126.07	115.20	113.49	95.28	114.34	197.22	135.62	108.53	116.83	250.78	361.16	101.88	82.38	112.89	74.47	475.45	160.38	136.07	105.16	133.30	263.30	242.78	291.59	264.78	244.85	232.69	251.62	270.98	290.41	206.14	257.50	278.81	192.67	199.45	178.76	187.27	250.37	304.68	314.77	303.33	255.04	213.61	215.55	200.82	268.69	189.49	184.25	219.87	265.76	265.26	253.87
CLUG_00290	570075	105.71	128.48	91.79	122.75	111.51	121.24	112.11	84.89	101.97	172.17	122.71	106.91	99.18	229.94	340.96	86.87	77.04	97.50	75.20	461.60	155.46	126.55	101.69	131.94	273.53	230.22	294.06	267.65	233.63	242.66	238.32	271.27	251.07	194.59	248.60	251.75	180.48	205.62	161.99	185.75	224.59	288.53	299.75	276.81	230.72	197.48	206.23	186.83	248.07	186.88	182.38	211.23	249.43	266.93	245.77
CLUG_00291	572078	105.48	123.85	97.37	122.19	116.90	105.58	103.96	76.47	101.48	177.54	113.14	90.70	109.17	232.15	350.18	94.94	78.54	95.30	67.14	434.00	156.12	116.39	95.67	120.48	258.84	227.95	279.68	261.59	247.88	235.61	248.03	272.86	269.68	198.07	253.91	270.49	198.89	196.01	159.51	184.20	224.88	312.93	283.99	267.93	227.27	187.97	184.07	205.30	239.30	184.58	181.78	209.73	251.33	253.75	227.47
CLUG_00292	573550	116.74	131.78	109.47	132.85	130.69	118.85	108.80	84.63	109.33	194.61	134.40	92.34	124.24	241.45	397.71	98.38	85.20	101.68	86.09	480.77	162.00	142.56	123.23	139.47	271.82	257.76	303.74	276.94	251.88	264.38	254.28	280.88	276.50	216.05	258.32	275.91	174.39	202.58	162.66	185.73	247.64	314.67	338.47	298.78	257.90	191.86	214.68	204.13	255.81	206.59	188.67	228.02	293.64	285.31	249.76
CLUG_00293	574453	101.80	125.08	95.41	111.46	112.00	108.68	108.21	84.56	94.86	175.68	115.01	94.41	110.58	217.46	336.34	86.90	65.30	97.40	65.71	428.32	149.75	113.90	100.94	112.98	261.65	231.03	278.18	265.78	234.68	235.06	244.43	251.06	268.78	204.37	239.99	255.11	188.68	195.75	154.51	180.40	230.25	286.32	292.03	273.99	244.47	207.63	193.82	204.17	237.52	205.95	173.17	203.17	254.57	261.68	243.08
CLUG_00294	577236	96.40	117.11	93.96	103.99	114.62	111.27	94.60	87.44	87.06	149.73	107.81	83.68	107.48	209.27	310.42	68.76	68.63	96.57	57.03	403.86	154.44	112.90	96.19	114.28	247.05	231.64	279.92	255.12	245.35	218.99	247.24	250.92	295.32	173.55	224.24	261.03	184.60	207.09	134.37	186.80	228.45	287.72	309.72	281.67	224.85	204.85	177.88	219.00	231.60	197.70	160.41	197.36	252.58	267.33	228.62
CLUG_00295	577877	96.09	96.84	75.54	103.62	115.43	106.28	86.05	68.79	80.27	142.41	97.92	84.60	90.10	200.86	266.85	65.12	58.10	84.21	59.81	375.25	134.41	96.00	89.01	99.21	220.71	232.55	289.46	261.64	200.18	224.61	239.98	237.82	256.21	183.84	229.69	252.62	196.68	193.92	149.34	162.36	210.87	261.73	280.05	244.71	207.50	167.11	186.50	176.89	229.80	174.62	175.65	190.63	240.06	238.12	211.78
CLUG_00296	579830	108.17	117.88	98.75	115.53	114.79	113.13	106.32	77.32	92.51	175.13	113.76	91.51	110.02	220.26	335.13	83.03	78.43	96.54	73.02	448.23	153.91	120.76	98.79	121.33	261.01	231.59	284.82	264.95	239.89	237.77	254.33	256.83	265.81	203.49	255.56	257.72	209.27	220.23	160.18	192.42	228.60	303.79	310.60	284.76	250.53	206.68	199.41	207.76	246.32	208.16	188.16	218.33	270.62	269.99	241.85
CLUG_00297	583089	105.65	103.05	82.44	98.17	95.54	108.10	96.59	62.42	77.05	151.34	98.57	85.49	90.63	170.81	250.83	65.48	60.72	82.44	58.19	392.60	129.69	105.92	95.61	99.51	250.70	210.77	263.43	257.28	215.92	225.79	220.61	241.24	242.82	185.69	220.15	244.97	219.04	244.74	146.58	194.09	216.75	284.17	280.95	252.73	220.61	184.49	194.12	198.76	249.33	202.97	170.50	211.01	234.48	244.49	231.23
CLUG_00298	584784	105.60	115.55	95.05	110.89	109.04	116.75	97.20	76.80	87.20	176.60	109.56	92.68	106.36	204.80	315.93	89.79	69.16	88.30	71.92	432.34	140.29	118.97	100.94	119.44	260.03	227.68	291.48	258.24	231.72	229.80	239.11	251.77	246.83	198.42	252.24	244.51	184.49	192.12	161.22	181.65	228.90	296.24	299.60	273.84	229.67	199.65	192.27	191.40	233.07	188.01	177.46	194.71	253.03	253.55	236.63
CLUG_00299	586474	101.77	128.16	93.08	115.86	114.44	104.74	100.81	73.26	97.56	137.92	108.46	98.45	91.75	197.77	300.78	78.80	63.57	92.28	66.11	397.94	150.52	96.88	101.58	112.52	242.29	218.68	265.83	247.83	216.04	237.85	234.57	255.63	259.05	176.92	225.77	239.65	173.44	190.57	155.61	177.96	212.40	287.14	274.83	253.55	244.00	181.01	183.92	183.17	231.21	179.60	154.66	203.60	255.06	257.46	211.62
CLUG_00300	587726	105.32	119.87	89.15	116.39	115.91	112.74	101.54	84.19	101.44	173.24	112.52	86.63	108.42	221.62	323.35	87.74	69.47	99.49	74.76	442.88	153.35	113.95	94.61	119.23	247.92	227.67	285.81	273.79	229.89	237.81	243.28	245.41	258.44	205.84	247.48	254.07	202.81	211.43	170.52	183.16	241.83	298.26	291.50	295.69	234.22	213.90	204.04	204.41	247.49	199.18	180.95	210.79	266.03	260.08	251.09
CLUG_00301	589384	107.67	122.71	97.38	121.54	115.28	111.89	104.87	76.83	98.19	179.93	112.26	100.35	103.61	223.17	337.88	80.88	75.51	99.81	74.69	438.29	151.23	110.84	97.35	124.95	237.65	222.34	277.32	259.10	229.74	224.25	243.61	253.45	254.14	186.51	269.51	245.23	179.68	188.18	157.82	176.60	222.97	290.54	299.70	267.23	246.87	209.98	199.26	196.22	233.44	201.73	191.02	205.37	257.01	249.33	233.45
CLUG_00302	590728	105.15	123.96	92.84	116.15	110.27	110.54	109.78	74.56	83.84	177.05	114.36	95.57	111.54	222.81	338.06	84.11	73.82	91.01	67.68	446.44	145.79	112.15	106.68	113.21	255.45	220.64	284.19	264.79	229.24	242.69	239.26	241.85	262.10	187.90	242.63	259.18	190.87	222.52	152.63	183.09	220.91	302.45	295.54	273.37	237.16	211.13	189.52	190.63	254.42	203.73	186.90	205.17	252.88	253.77	234.09
CLUG_00303	593700	94.43	115.62	87.33	109.37	108.84	115.68	95.49	79.10	87.81	174.89	106.77	81.40	92.54	204.73	309.52	80.96	67.34	90.95	63.51	401.53	134.51	106.49	98.30	114.06	234.46	217.33	267.06	254.38	211.97	213.63	226.62	236.55	240.64	179.12	234.45	242.08	174.58	181.35	160.83	183.44	224.47	285.21	298.33	268.03	228.55	189.87	180.19	196.60	242.04	190.07	175.82	200.39	242.35	233.08	220.17
CLUG_00304	595266	108.45	122.94	98.89	115.42	122.25	120.51	107.07	79.62	92.79	176.87	122.36	89.75	106.32	230.24	345.68	92.43	77.65	99.02	75.10	431.70	142.37	117.33	105.34	127.08	254.19	228.89	285.07	273.77	239.69	238.35	244.50	260.56	252.86	192.84	261.18	273.43	198.02	201.49	176.21	201.51	214.75	297.21	317.14	292.13	241.66	202.85	211.24	199.73	259.00	205.06	173.47	224.14	266.65	259.76	231.40
CLUG_00305	598008	97.94	119.05	91.48	109.35	105.65	105.10	94.39	69.80	92.35	176.97	101.18	78.98	102.25	212.97	319.56	81.85	68.51	82.52	71.79	411.81	143.10	106.59	99.21	106.73	233.94	215.64	267.01	249.35	222.47	218.95	232.88	239.08	236.00	189.05	234.49	244.66	187.53	198.74	150.46	189.06	226.30	274.56	279.13	272.58	226.18	192.32	187.09	196.49	242.48	191.05	166.99	200.70	249.08	246.82	226.64
CLUG_00306	601065	92.54	120.61	88.30	99.12	113.88	122.69	102.41	75.89	97.17	164.53	115.65	91.02	97.43	211.16	310.86	83.11	67.44	90.19	66.19	401.77	142.64	115.95	104.70	110.77	237.92	207.42	247.16	257.74	208.61	190.49	228.57	235.31	217.66	188.66	263.83	229.72	160.15	165.87	134.38	179.08	215.55	273.89	279.77	255.15	227.10	182.53	192.95	190.00	229.87	193.02	151.37	199.85	238.51	262.50	227.63
CLUG_00307	601672	83.95	110.11	94.36	96.19	103.08	120.18	96.54	63.54	87.27	178.57	109.54	84.19	97.10	201.59	296.79	83.76	72.19	71.31	76.05	401.34	152.45	110.52	90.28	112.20	225.73	213.39	268.25	253.93	208.76	215.82	240.33	242.26	233.61	192.14	240.51	255.59	172.86	201.74	169.30	192.79	216.95	278.42	281.97	250.54	226.66	191.95	186.66	201.06	237.43	192.03	171.55	201.96	239.14	244.96	250.13
CLUG_00308	602643	109.32	108.19	86.30	106.79	107.00	115.89	83.12	82.21	93.88	165.03	108.70	81.07	86.91	216.87	315.82	74.63	73.65	88.62	68.07	395.05	139.17	110.75	93.21	105.11	247.86	216.82	249.51	262.97	213.92	228.39	235.63	244.86	234.29	179.03	245.26	246.34	164.97	171.85	147.19	173.51	226.88	305.82	297.69	286.38	238.21	188.96	188.14	203.75	250.13	202.99	168.37	207.25	262.51	246.23	218.03
CLUG_00309	603574	105.56	122.45	98.95	126.20	109.73	116.77	99.92	75.51	96.17	181.17	115.50	83.89	104.49	221.27	332.19	86.60	76.02	87.58	69.34	446.98	151.96	112.67	96.61	126.33	244.51	230.02	273.02	255.08	227.60	235.19	234.16	241.35	249.39	189.69	258.20	266.89	179.86	207.07	153.50	195.34	236.43	287.06	310.22	276.67	233.65	204.33	202.71	197.17	246.26	198.65	175.37	213.81	251.43	266.77	242.21
CLUG_00310	606641	75.83	92.45	68.87	96.69	92.50	89.66	79.11	69.78	71.79	147.87	95.39	68.68	76.64	166.55	248.99	73.05	64.23	78.86	58.53	354.45	116.28	95.64	70.16	86.03	211.01	182.76	213.72	216.25	190.99	199.67	197.18	206.46	194.02	158.53	208.46	225.37	161.78	159.35	121.29	163.38	198.34	226.86	254.83	239.64	217.77	178.99	164.16	172.45	207.20	176.52	140.94	166.86	204.24	211.20	207.45
CLUG_00311	607327	98.21	115.00	98.97	108.10	116.70	111.80	104.49	79.11	97.20	174.74	111.01	88.68	98.08	220.42	312.56	85.47	70.21	97.44	71.85	437.81	141.75	118.84	93.63	119.46	242.88	221.68	268.59	259.13	220.35	233.35	243.92	255.50	252.86	192.20	262.39	271.51	191.43	195.77	152.44	191.31	233.17	302.40	313.01	272.35	233.99	207.98	193.98	207.59	252.22	207.81	183.61	220.62	271.49	264.96	235.42
CLUG_00312	610025	92.68	113.60	84.47	104.66	119.69	107.66	98.42	67.58	93.78	176.71	97.89	76.03	97.98	194.94	293.74	76.13	73.17	87.24	62.77	411.30	138.25	99.69	85.68	105.83	227.77	203.26	253.74	241.34	212.64	224.64	225.40	233.96	238.49	175.05	231.29	231.16	171.68	171.56	145.43	183.58	221.62	273.72	267.61	254.78	218.23	194.74	189.99	175.51	227.86	183.76	162.26	214.65	254.95	248.18	216.84
CLUG_00313	612397	77.64	95.40	76.87	95.13	102.34	99.66	83.08	68.61	77.62	141.52	95.46	67.00	87.60	177.06	262.78	64.10	69.25	78.78	63.45	370.92	118.58	95.56	77.25	90.03	226.65	199.47	245.71	242.23	213.26	222.42	221.82	230.59	241.54	172.57	240.20	244.32	236.94	233.17	149.42	178.91	215.39	270.50	288.71	253.31	228.58	198.36	192.75	182.50	224.04	190.62	166.10	202.91	244.46	245.52	220.28
CLUG_00314	616811	85.50	102.57	85.26	104.28	101.34	107.14	97.14	67.20	82.19	154.95	104.67	74.69	99.21	199.95	279.88	73.52	65.31	87.62	63.74	398.50	133.19	104.21	83.22	114.83	232.41	212.24	260.85	244.79	225.94	231.35	230.19	238.05	238.18	189.55	237.82	245.08	194.09	214.31	153.20	187.39	238.65	277.03	292.86	263.99	230.33	198.75	200.94	189.31	240.43	183.88	162.46	205.59	252.07	251.29	233.92
CLUG_00315	620650	94.65	125.84	94.63	107.94	107.77	115.92	105.19	72.42	93.38	179.03	107.95	89.36	107.48	229.95	314.92	86.21	73.60	86.62	72.50	443.74	154.23	112.14	100.57	120.64	242.66	232.98	270.97	246.55	229.93	246.44	227.23	246.95	255.53	178.94	239.05	255.81	171.51	184.36	151.89	195.60	235.16	293.78	302.01	265.00	240.52	210.41	197.98	202.26	240.09	194.14	168.52	206.46	249.05	260.66	248.95
CLUG_00316	621867	93.75	109.56	84.63	109.81	102.41	98.12	91.98	67.26	86.11	162.89	99.29	86.21	94.39	190.58	294.79	75.61	67.35	89.66	62.97	419.34	130.60	100.12	91.20	103.73	232.26	214.58	266.02	244.79	215.84	228.59	206.82	229.18	233.78	181.48	236.64	244.40	173.85	179.63	148.79	182.45	222.02	274.68	291.16	258.65	223.60	187.83	177.49	194.30	232.05	190.92	170.23	212.29	256.82	235.42	234.37
CLUG_00317	624265	102.84	119.32	94.78	113.94	109.73	116.72	104.14	79.60	94.56	177.31	114.80	86.64	105.32	223.72	331.30	90.79	74.33	96.87	74.38	447.92	144.03	114.66	102.07	117.54	243.16	222.08	271.40	257.65	232.61	242.00	237.02	249.05	257.98	193.30	255.84	263.85	192.72	200.78	154.52	188.33	233.05	289.70	302.21	278.22	241.78	202.28	191.59	195.76	247.27	194.58	170.78	213.86	265.23	261.81	234.25
CLUG_00318	632354	88.47	105.51	85.81	101.92	94.39	107.56	91.90	75.82	84.12	164.40	111.45	87.33	93.47	189.64	289.39	74.58	65.43	92.37	66.53	398.66	136.77	109.40	97.07	111.64	234.48	224.61	266.08	263.44	228.82	231.16	235.39	237.83	252.79	196.54	241.18	263.90	229.43	234.54	135.50	197.89	234.78	277.74	283.75	292.03	231.80	197.21	197.99	200.05	245.28	183.83	166.89	213.91	259.32	254.35	232.15
CLUG_00319	634086	91.94	111.70	84.03	109.07	105.63	111.83	97.97	74.45	83.23	164.08	103.55	84.17	97.27	199.86	296.27	73.91	65.75	85.34	67.85	389.28	130.21	105.59	88.40	119.71	222.66	204.15	268.07	243.48	208.12	225.53	232.17	222.82	224.08	179.31	241.58	247.14	203.57	211.65	147.58	176.51	226.17	261.90	294.61	269.59	225.58	186.54	184.35	187.38	234.84	182.36	162.75	209.63	257.44	249.89	227.77
CLUG_00320	635551	103.99	113.39	93.53	110.25	113.01	118.96	103.96	77.40	95.21	178.21	117.43	87.37	102.57	223.43	319.74	74.89	70.57	93.54	67.07	450.96	143.89	114.64	99.40	121.68	249.66	225.12	270.00	262.40	233.29	252.12	236.16	241.99	247.66	189.16	262.15	262.05	182.45	190.00	167.53	197.43	234.41	298.63	315.41	288.95	233.71	207.28	196.32	192.86	261.71	203.86	174.19	217.88	260.19	252.89	240.51
CLUG_00321	638884	83.00	112.57	92.55	99.09	112.10	95.84	88.07	69.90	86.97	159.16	97.32	77.61	99.60	201.52	314.72	79.09	65.29	96.88	66.13	407.92	125.87	121.90	78.03	118.82	220.57	196.08	257.14	256.24	209.88	232.15	216.28	212.00	250.11	183.94	257.18	250.40	165.00	178.51	143.24	181.71	222.54	273.65	280.16	277.68	235.26	186.24	193.38	177.25	240.50	189.50	163.07	207.03	252.85	245.82	237.32
CLUG_00322	640251	88.91	109.90	98.58	99.78	108.01	109.39	98.27	73.15	89.57	161.25	108.39	83.49	91.64	201.11	293.37	81.77	67.09	88.87	61.55	425.78	134.87	110.64	89.31	112.25	235.87	206.53	256.58	252.15	219.53	229.40	222.44	220.88	241.75	172.93	245.14	250.87	185.81	189.14	149.06	191.30	232.00	264.39	295.96	278.48	219.40	188.76	180.90	192.64	236.26	197.33	171.08	207.77	251.00	254.36	221.73
CLUG_00323	642990	97.64	114.39	86.29	103.70	104.46	113.03	98.87	73.04	79.64	166.59	102.81	78.92	101.21	199.03	295.22	81.39	73.55	84.52	67.06	419.08	133.23	111.26	91.91	113.75	227.04	201.78	254.83	239.65	217.63	228.12	233.52	227.62	248.25	174.21	234.35	250.70	187.22	198.61	150.01	185.93	232.27	287.70	304.37	273.67	233.33	185.37	190.13	190.27	251.28	197.19	167.64	208.00	245.90	237.08	241.06
CLUG_00324	645758	84.58	106.44	83.85	107.73	106.09	99.95	94.48	72.06	86.22	162.12	100.23	82.81	95.28	191.44	291.25	73.84	68.35	86.15	62.14	407.98	127.12	107.15	92.23	103.06	233.92	198.67	258.29	230.31	208.38	229.67	221.62	224.51	241.30	181.14	242.14	244.81	174.82	190.30	142.39	187.13	235.47	272.52	309.41	267.14	226.96	195.26	179.07	191.75	223.96	183.87	155.56	194.04	234.12	245.25	226.12
CLUG_00325	647827	80.19	107.77	77.70	91.51	88.55	103.95	92.06	62.18	78.83	151.73	98.85	74.57	92.30	179.71	258.45	64.79	62.83	76.99	59.45	381.15	118.78	93.04	87.90	99.84	228.12	196.44	253.69	231.78	203.07	218.40	207.28	236.05	233.39	168.12	240.86	246.61	224.14	203.53	133.41	170.28	219.02	283.91	278.51	255.26	231.84	193.17	184.13	185.48	221.34	184.73	152.61	181.00	244.24	240.09	210.62
CLUG_00326	647926	83.76	100.87	76.94	89.59	91.90	99.00	92.96	62.04	79.29	152.85	98.76	74.33	93.63	180.70	264.46	67.21	62.60	78.90	57.55	382.29	119.65	92.88	89.05	100.04	230.59	193.83	257.40	241.08	199.12	224.86	208.75	241.44	236.15	173.75	243.45	247.40	228.37	210.92	132.15	174.32	218.92	288.73	277.16	259.24	230.86	188.74	183.97	186.87	215.78	181.80	154.78	183.76	251.87	242.04	211.41
CLUG_00327	649140	95.45	109.28	81.87	99.79	99.80	108.27	95.02	67.92	82.81	161.43	100.63	76.63	92.59	189.26	279.41	68.59	63.97	86.69	57.27	401.80	129.91	105.00	93.88	101.72	232.19	206.16	262.54	239.88	210.09	229.16	225.93	226.06	241.14	186.96	229.67	246.94	195.18	200.40	148.45	181.25	225.29	275.96	292.11	272.45	224.86	189.95	184.58	176.58	231.23	188.08	161.94	206.48	239.79	240.25	220.20
CLUG_00328	652363	90.32	106.45	83.15	103.55	102.30	111.72	97.73	78.13	83.55	173.61	115.90	84.28	99.06	205.66	296.72	80.60	72.11	95.63	73.16	432.30	141.49	111.64	94.41	114.20	241.24	206.44	262.66	240.76	212.61	238.17	236.17	236.17	239.59	182.75	250.62	261.11	173.89	183.56	144.85	191.92	237.76	274.20	308.41	267.77	223.50	196.99	187.68	177.33	231.80	197.79	163.12	205.60	246.22	253.70	244.04
CLUG_00329	654735	88.24	107.59	97.51	115.15	102.13	128.38	93.89	75.61	80.87	155.63	107.42	93.77	89.10	218.02	294.97	76.64	69.36	88.91	70.08	412.57	126.35	112.26	96.37	114.38	246.79	220.05	264.70	244.13	213.86	236.27	241.12	245.12	232.54	178.25	260.20	277.05	156.39	169.51	142.75	186.43	248.94	280.17	293.03	282.17	220.71	184.87	184.89	183.23	249.09	192.94	164.76	207.58	230.02	250.81	225.67
CLUG_00330	655314	99.30	121.72	97.58	115.43	114.44	123.14	108.52	78.53	93.48	180.61	117.82	91.60	108.97	232.85	344.82	85.87	67.13	95.92	73.96	449.42	152.01	120.40	100.62	118.06	264.62	211.35	276.53	262.21	228.91	248.26	234.88	245.05	259.80	190.38	259.92	261.50	180.61	175.35	154.38	184.74	243.23	293.66	308.52	287.40	233.79	207.65	198.66	197.25	248.44	205.84	176.18	215.93	259.95	251.39	238.45
CLUG_00331	659677	99.70	127.10	92.74	116.91	115.29	120.16	104.86	78.67	96.10	190.29	116.75	86.40	110.01	232.03	337.11	91.77	76.01	100.75	74.42	467.70	147.12	121.20	100.71	126.08	250.09	218.60	275.10	269.11	235.68	249.59	251.66	245.49	266.94	195.30	264.75	268.23	178.83	186.88	150.86	202.01	247.87	306.11	323.76	291.53	247.93	205.66	189.23	196.33	265.71	208.84	177.46	216.85	260.37	254.00	241.54
CLUG_00332	664287	106.05	122.72	93.88	111.38	120.29	132.39	99.59	93.22	92.24	175.22	117.59	93.82	116.57	219.52	339.42	85.99	70.80	106.27	72.06	444.01	148.51	106.73	93.96	126.18	268.55	211.35	274.70	253.43	225.32	243.43	249.38	249.25	260.47	192.04	240.68	245.60	164.82	181.92	150.53	194.38	248.98	295.52	314.77	307.04	220.57	209.84	210.86	202.14	254.13	201.76	171.13	239.98	268.29	253.42	234.21
CLUG_00333	665275	98.04	111.83	84.52	116.26	103.46	121.01	95.29	74.32	101.80	178.43	107.71	78.74	111.28	201.97	306.63	84.83	71.87	92.78	62.70	413.71	138.71	113.20	104.52	119.49	253.43	202.47	268.94	271.44	218.45	241.63	242.15	233.33	256.58	193.61	267.30	275.39	174.86	193.29	155.94	187.42	238.60	284.64	304.26	290.08	248.91	195.47	183.04	198.69	248.02	197.45	166.43	213.86	262.83	252.41	236.95
CLUG_00334	667328	87.11	104.77	74.46	88.46	85.78	103.38	93.10	58.55	72.73	166.57	94.85	77.03	88.24	185.42	259.86	66.77	58.55	79.49	52.47	392.30	131.85	97.79	89.18	97.29	232.06	199.03	247.25	228.67	206.29	208.48	224.42	234.46	245.07	172.67	232.57	235.93	218.89	232.34	138.95	187.92	227.08	284.10	292.00	277.28	228.51	196.57	185.55	177.32	232.78	192.47	157.84	208.81	233.47	227.54	213.73
CLUG_00335	668509	99.17	120.38	95.19	118.71	109.35	122.08	101.29	76.54	94.31	179.78	120.89	88.45	107.15	217.83	325.72	88.17	75.49	97.13	66.87	454.10	145.68	119.55	96.31	114.83	254.96	206.65	278.97	253.30	229.00	242.75	235.80	240.22	261.00	195.29	263.87	263.14	181.02	186.41	147.98	190.75	233.49	294.08	316.81	294.19	233.55	200.87	191.12	199.25	248.12	213.97	175.66	214.30	249.63	249.77	236.41
CLUG_00336	671652	102.22	123.60	102.77	115.91	124.29	108.63	115.43	81.22	104.98	187.01	114.48	84.04	115.37	236.02	370.89	109.63	72.17	97.74	75.12	475.93	171.75	120.96	108.52	118.83	280.44	208.82	294.36	272.61	241.72	259.91	272.57	264.63	256.51	197.81	282.27	265.02	199.46	199.23	145.43	203.28	241.38	318.70	320.89	311.93	253.03	206.16	204.29	202.90	269.02	205.02	183.25	229.58	272.99	264.14	253.07
CLUG_00337	673493	94.14	119.17	102.00	116.64	104.10	121.08	112.18	81.28	95.24	173.75	119.88	90.87	112.28	221.64	329.56	93.10	77.38	106.01	74.99	451.24	131.94	119.10	89.32	135.42	262.83	212.42	278.41	275.26	234.64	251.94	250.97	243.92	261.51	186.17	277.59	260.68	180.04	173.60	151.62	199.88	267.24	280.15	320.01	310.12	227.51	199.08	193.77	191.26	256.00	199.29	177.28	220.77	265.06	254.51	234.11
CLUG_00338	674203	94.68	112.92	82.99	109.39	99.16	120.07	100.77	74.51	88.52	162.19	111.94	79.51	100.57	209.80	326.65	81.74	71.66	92.42	70.69	448.41	138.18	108.01	98.06	112.53	257.89	208.56	283.36	240.93	225.95	245.26	249.78	246.22	250.83	185.31	239.82	254.78	180.28	191.77	145.70	188.49	234.67	302.08	309.74	277.65	226.58	198.08	196.50	188.18	242.62	198.71	165.39	209.47	254.50	246.78	236.37
CLUG_00339	676445	101.45	123.19	101.00	118.36	113.20	125.22	104.74	81.16	96.97	180.41	122.08	87.86	108.48	238.77	329.22	81.57	79.64	96.63	73.90	469.68	145.27	118.23	100.62	117.55	272.12	215.54	286.56	270.23	243.09	259.62	252.61	248.85	286.93	196.91	267.07	275.54	227.14	237.48	153.85	201.42	259.94	305.21	335.42	301.24	257.72	205.59	213.60	197.41	267.46	206.39	169.03	234.35	264.43	262.36	259.07
